mode,avg,median,max,min,maxfreq,maxfreq_power,second_maxfreq,second_maxfreq_power
mt63_1000,2.50E-17,0.206789375,2.342939814,2.514101662,1093,277.6206055,1334,262.728363
mt63_1000,8.67E-18,0.689658523,2.503455014,2.276195292,1085,248.8961792,417,238.9017639
mt63_1000,7.76E-18,0.342640523,2.158341107,2.370927684,910,263.0351257,1333,260.8249817
mt63_1000,1.10E-17,0.268627775,2.083563045,2.067918416,1193,279.0909119,286,248.8934937
mt63_1000,2.19E-17,0.506185007,2.399729594,2.2102097,935,255.8432922,635,243.7638855
mt63_1000,2.33E-17,0.032541273,2.363592364,2.33579949,1040,230.7780609,1445,230.2765808
mt63_1000,6.94E-18,0.203526023,2.24708404,2.392576728,1022,242.5653076,1969,240.5179596
mt63_1000,6.94E-18,0.251115343,2.318001998,2.879791435,960,247.3764496,1592,245.5576019
mt63_1000,2.53E-17,1.264376629,2.000073967,2.294003807,1142,261.1557007,620,254.3866577
mt63_1000,1.25E-17,0.136034728,2.037114684,2.341253181,1011,255.6604919,1371,247.1495819
mt63_1000,1.43E-17,0.037787889,2.269022301,2.485320975,1010,267.4369507,1883,264.0803528
mt63_1000,1.55E-17,0.252789645,2.98980469,2.052551262,1132,249.9672089,164,228.2333069
mt63_1000,1.96E-17,0.317890557,2.500655516,2.26212329,1030,249.3013306,1433,242.5852509
mt63_1000,2.86E-17,0.333856437,2.128248175,2.788671535,968,286.480011,1694,268.4509888
mt63_1000,8.67E-18,0.032841482,2.333358315,2.240944903,1049,273.0432434,1805,270.9196167
mt63_1000,2.02E-17,0.535601542,2.318011975,2.386809749,960,258.3158569,101,253.1246338
mt63_1000,2.36E-17,0.453341379,2.980325796,2.196073798,1223,257.0792236,1867,249.1469574
mt63_1000,1.55E-17,0.184189331,2.550524416,2.312822807,1146,263.7002869,1893,253.3536072
mt63_1000,2.80E-17,0.198191182,2.862008134,2.288529561,1185,236.8129272,115,227.4928894
mt63_1000,7.76E-18,0.565494946,2.620399369,2.569845607,907,268.7809448,224,239.115097
mt63_1000,2.37E-17,0.349909854,2.835648274,2.317760099,1063,265.9999695,240,253.0830231
mt63_1000,1.04E-17,0.309133529,2.56681468,3.076179145,870,268.8152771,575,235.6490784
mt63_1000,5.49E-18,0.497234189,2.566943823,2.042146003,1032,239.7129517,1620,237.2928772
mt63_1000,1.04E-17,0.83198389,2.240264994,2.473531938,973,236.9302979,514,232.5472107
mt63_1000,1.73E-17,0.394338864,2.101781848,2.567244835,1139,257.665741,1876,227.1542358
mt63_1000,9.81E-18,0.584359899,2.085395517,2.037119053,899,253.4550018,1796,252.9683075
mt63_1000,3.88E-18,0.592755237,2.301012241,2.759320385,954,269.1378479,1472,244.5648193
mt63_1000,2.02E-17,0.635193412,2.628016903,2.379012904,954,259.506958,1570,241.8682098
mt63_1000,2.15E-17,0.518850744,2.312663355,2.440530296,849,240.6568451,262,214.3486481
mt63_1000,3.13E-17,0.798666682,3.225548529,2.139992495,1197,262.5427246,1996,245.90625
mt63_1000,1.55E-17,0.263539787,2.500879784,2.52815635,889,269.0310364,786,260.3321228
mt63_1000,1.11E-17,0.44575118,2.398019024,2.311497794,924,227.203476,1441,219.9333954
mt63_1000,1.79E-17,0.404195833,2.26978572,2.89136925,817,248.4741821,242,234.8424988
mt63_1000,2.80E-17,0.126484937,2.27939996,2.10255118,851,249.1436157,354,239.8094177
mt63_1000,1.81E-17,0.049247982,2.215847562,2.089422962,1032,252.6659088,1724,232.332077
mt63_1000,2.80E-17,0.618287822,3.15537748,2.496744486,1053,255.0807648,1828,239.4165039
mt63_1000,9.34E-18,0.195171165,2.293132923,2.488605974,799,230.9661255,547,229.995636
mt63_1000,1.88E-17,0.839964921,2.497929074,2.506780642,952,247.275116,1987,236.3446503
mt63_1000,1.96E-17,0.043028131,2.200921584,2.634452449,935,246.6022949,1745,235.9829559
mt63_1000,1.74E-17,0.554575353,2.379262621,2.373172903,1124,259.3680115,1529,247.3913116
mt63_1000,2.19E-17,0.299103032,2.622174776,2.772720408,1025,263.7901001,1859,262.0941162
mt63_1000,2.56E-17,0.223684406,2.030779384,2.437986077,1197,245.2273254,1832,223.5304565
mt63_1000,1.20E-17,0.384017382,2.200879086,2.238207537,1152,259.6795349,2015,257.6343689
mt63_1000,1.25E-17,0.135765744,2.264912676,2.201200299,1212,267.8857117,1454,251.30336
mt63_1000,1.10E-17,0.136701496,2.585173162,2.294835404,995,243.5478516,151,241.3752289
mt63_1000,6.94E-18,0.831157363,2.308560915,2.702794313,854,258.6470032,355,257.9607239
mt63_1000,1.96E-17,0.055170423,2.389568094,2.266196728,842,262.6932068,1370,251.8413544
mt63_1000,1.39E-17,1.113347136,2.152259654,2.91466684,1204,275.3838501,454,259.5747986
mt63_1000,2.48E-17,0.167642651,2.456307644,2.124032682,926,251.8352814,235,249.465744
mt63_1000,1.96E-17,0.341748866,2.343585029,2.321744597,959,275.3458862,375,255.789505
mt63_1000,1.39E-17,0.043005104,2.164930955,2.368398848,989,255.7241821,1329,254.3360748
mt63_1000,6.25E-18,0.528078634,2.459118002,2.698531239,852,236.1554413,1624,234.0626984
mt63_1000,1.41E-17,0.480610552,2.519439008,2.359762824,1019,269.9279785,20,259.550415
mt63_1000,1.64E-17,0.730998816,2.351749749,2.687106892,895,266.116394,139,228.7038727
mt63_1000,1.26E-17,0.637249145,2.638655174,2.406486178,1034,236.9530792,690,234.9920197
mt63_1000,1.20E-17,0.572397459,2.611702494,2.37155631,816,272.0098877,1549,257.8649597
mt63_1000,1.25E-17,0.281115407,2.964339687,2.377770851,789,258.1985779,24,229.3884125
mt63_1000,1.60E-17,0.382506014,2.420829966,2.298536437,956,229.1134338,743,228.1053162
mt63_1000,7.76E-18,0.478816884,1.887526672,2.579703303,1145,254.104126,573,236.1694031
mt63_1000,7.15E-18,0.277182841,2.417877621,2.357938864,909,246.5440369,246,243.4143372
mt63_1000,9.81E-18,0.647060219,3.160661011,2.424468881,980,268.4725342,191,257.9048462
mt63_1000,2.12E-17,0.848779647,2.468746429,2.282188582,962,249.5259705,216,245.9956512
mt63_1000,1.39E-17,0.155827319,2.625191301,2.383205202,971,252.6540527,1498,251.6737061
mt63_1000,1.40E-17,0.248845172,2.614244776,1.917864756,909,249.5400543,1434,243.2741699
mt63_1000,4.18E-17,0.150296453,2.29214248,1.947251588,919,254.7747498,1893,238.4445343
mt63_1000,1.39E-17,0.784396138,2.006501105,2.62859781,937,224.9773407,65,220.3583527
mt63_1000,1.40E-17,0.544171331,2.935970554,2.608264449,953,235.6385193,53,235.0814362
mt63_1000,2.53E-17,0.128563677,2.987266272,2.88538165,974,265.2110291,298,241.9465637
mt63_1000,9.38E-18,0.164271827,2.290268133,2.544939393,834,273.4006653,511,251.9019012
mt63_1000,1.16E-17,0.81625046,2.895680531,3.34031367,992,259.999115,1324,226.4902954
mt63_1000,9.81E-18,0.504567789,2.127807662,2.87433116,1004,276.1112671,0,269.6500244
mt63_1000,1.43E-17,0.37459457,2.692051715,2.423157898,857,222.8924866,149,218.5452881
mt63_1000,1.87E-17,0.197951488,1.919525022,1.985173869,1054,276.6318665,581,240.5465546
mt63_1000,1.74E-17,0.622023551,2.334499438,2.255037656,979,256.0291138,699,254.6698151
mt63_1000,1.84E-17,0.142595659,2.416983493,2.328325633,987,260.3972473,1680,239.6882019
mt63_1000,2.96E-17,0.092934203,2.628831299,2.708270436,1160,273.8613281,9,245.547287
mt63_1000,1.39E-17,0.303355386,1.964159719,1.938244027,897,262.7869568,316,262.5523071
mt63_1000,7.15E-18,0.985685482,2.447316398,2.239069307,1090,262.1915894,491,251.9900818
mt63_1000,1.84E-17,0.068055012,2.137012331,2.799034193,975,272.6314697,1713,269.4742126
mt63_1000,2.71E-17,0.134971991,2.657005434,2.370579254,1022,247.9996643,393,237.2202301
mt63_1000,2.02E-17,0.397856133,2.522762937,2.531419606,912,239.9404449,432,216.8046875
mt63_1000,3.47E-18,0.50644442,2.440798843,2.026925778,871,244.0582886,1356,230.96315
mt63_1000,2.71E-17,1.133074411,2.398488049,2.737762232,854,233.0978394,106,227.1564484
mt63_1000,2.11E-17,0.512061179,2.550253377,2.209545294,1062,243.5963898,112,239.6566772
mt63_1000,2.22E-17,0.012103555,2.303100041,2.151350024,898,264.8083801,319,251.993988
mt63_1000,2.17E-17,0.231481784,2.394340801,2.386878643,827,263.9399414,1587,256.7792358
mt63_1000,1.39E-17,0.154299407,2.255810125,2.847084371,988,247.4888153,649,241.6566315
mt63_1000,3.42E-17,0.171512173,2.280609199,2.577615244,844,270.7333679,1559,270.0875854
mt63_1000,1.71E-17,0.060658598,2.859212123,2.440038427,1028,262.4417419,667,257.1053162
mt63_1000,2.05E-17,0.685470135,2.238355353,2.201407723,953,283.7696228,1886,257.505188
mt63_1000,2.50E-17,0.974177311,2.759125557,2.653909986,1059,247.2629395,1984,246.7249603
mt63_1000,2.58E-17,0.1343997,2.607337978,2.447199968,932,268.2480469,220,251.5739746
mt63_1000,2.08E-17,0.879039324,2.278092149,2.450830706,912,281.0417786,1546,249.9786377
mt63_1000,1.84E-17,0.462857462,1.931271665,1.958948039,1061,259.3390198,1713,244.5333862
mt63_1000,1.85E-17,0.246863622,2.903764198,2.230398242,797,243.7338867,323,232.0337372
mt63_1000,4.34E-18,0.014094572,2.583952919,2.742117332,978,244.5754242,567,238.9154663
mt63_1000,1.77E-17,0.453808082,2.78533726,2.455469661,800,258.9437256,1857,244.142868
mt63_1000,1.10E-17,0.427828014,2.845717391,2.099337712,930,272.9197388,1650,248.6765747
mt63_1000,1.04E-17,0.481628967,2.241584211,2.356189562,1070,223.4622803,1748,213.0363464
mt63_1000,1.48E-17,0.001977489,2.002574806,2.309698956,957,255.9200745,197,250.6950684
mt63_1000,1.94E-17,0.495007051,2.601457506,2.071508717,1048,222.2580414,123,213.131958
mt63_1000,0,0.183050285,2.309289604,2.304641276,1041,248.0325775,1840,238.5308533
mt63_1000,3.47E-18,1.15349013,2.426264572,2.93470531,936,282.8468018,371,227.8030243
mt63_1000,1.81E-17,0.844332974,2.373940096,2.18504962,1016,267.4467773,497,237.5553894
mt63_1000,7.76E-18,0.473841613,2.542592162,2.059669732,923,265.8542786,1472,253.1467133
mt63_1000,2.50E-17,0.283626959,2.225699639,2.598593188,1180,245.0852356,1601,243.661911
mt63_1000,1.73E-17,0.413356085,1.87831076,2.189493091,1021,258.223877,1309,256.9141846
mt63_1000,2.63E-17,0.717684557,2.42161966,2.281371772,997,256.8769226,1661,236.1486053
mt63_1000,1.17E-17,0.012066531,2.506610425,2.666129284,1068,252.7554321,1773,252.044693
mt63_1000,2.69E-17,0.92289458,2.952390056,2.272520595,1083,261.5222473,1472,255.7696686
mt63_1000,9.81E-18,0.850114645,2.463843269,2.681735799,827,252.9584808,1400,235.9061127
mt63_1000,1.55E-17,0.211764317,3.005957346,2.653609154,955,257.2868652,1656,252.5779877
mt63_1000,1.43E-17,0.323751315,2.386938152,2.974017893,1137,244.3885956,1407,237.7501526
mt63_1000,1.41E-17,0.153033825,2.819827356,2.26281735,1133,251.7844391,1862,228.4626465
mt63_1000,2.98E-17,0.038962996,2.790016237,2.609281801,821,274.6908569,1936,251.7673035
mt63_1000,1.75E-17,0.251196005,2.691828797,2.4751246,1111,262.8860779,1693,240.8035583
mt63_1000,2.53E-17,0.109313486,2.320715778,2.551387282,1016,240.0177307,260,235.1628571
mt63_1000,1.73E-17,0.134539428,2.654359604,2.381269401,951,272.7524719,1778,240.4165497
mt63_1000,2.50E-17,0.16929265,2.158745684,2.809247281,910,238.4056549,638,229.9000092
mt63_1000,8.54E-18,0.311826458,3.042574051,2.55372525,987,267.8505554,346,238.8720093
mt63_1000,2.42E-17,0.663128986,2.423319402,2.646160549,1038,248.802887,652,232.8240051
mt63_1000,2.19E-17,0.091629806,1.902669741,3.955293175,1031,256.5753174,288,245.4584656
mt63_1000,2.22E-17,1.029488895,2.806611296,3.519547826,836,253.8119049,1539,237.2695007
mt63_1000,7.76E-18,0.079824003,2.29972921,2.531467512,988,246.9632263,1462,243.3775177
mt63_1000,1.39E-17,0.038577391,2.442647394,2.486781984,813,264.5675049,640,248.7656708
mt63_1000,2.82E-17,0.20912558,2.641830156,2.21740301,1170,251.3157043,1532,236.5892944
mt63_1000,1.43E-17,0.486726603,2.363145987,2.227514427,1158,236.3725891,580,228.4091034
mt63_1000,2.56E-17,0.283534183,2.273798032,2.619817718,1010,256.484436,426,234.6780701
mt63_1000,2.85E-17,0.749731052,2.231582492,2.438447129,880,236.0418549,1404,230.9529877
mt63_1000,5.20E-18,0.139712689,2.481222694,1.958202686,901,253.4528046,621,229.9780426
mt63_1000,2.29E-17,1.007869704,2.099145756,2.333504609,982,246.7162018,1632,245.6565552
mt63_1000,1.35E-17,1.150125083,2.265392133,2.788408611,825,261.3371582,373,232.8910828
mt63_1000,2.19E-17,0.702800488,2.23373193,2.604074257,1120,242.7313232,289,228.4805145
mt63_1000,3.93E-17,0.54577939,2.799728739,2.816666217,1074,284.2215271,272,233.696701
mt63_1000,2.29E-17,0.69115044,2.087449972,2.447586276,839,249.6785278,566,248.4271545
mt63_1000,3.20E-17,0.421787155,2.33067746,2.445350704,1029,264.815033,1546,253.3911743
mt63_1000,2.03E-17,0.183996033,2.490484379,3.080258647,989,267.6912537,415,254.5431671
mt63_1000,7.15E-18,0.214764703,2.353561653,2.819090491,1011,244.0852966,1432,241.3838806
mt63_1000,1.40E-17,0.050904296,2.32142284,2.674557296,882,248.7214813,1738,242.5739136
mt63_1000,1.96E-17,0.600147403,2.290139773,2.473465357,1227,277.8926392,1308,275.6294556
mt63_1000,1.76E-17,0.877341764,2.184401446,2.402206274,946,258.3895264,208,248.4055786
mt63_1000,1.39E-17,0.720233806,2.171621899,2.631529882,897,223.8792725,1964,218.0138245
mt63_1000,1.66E-17,0.059191801,2.403267117,2.376483321,1030,260.8854065,680,259.2696838
mt63_1000,1.10E-17,0.565198834,2.710332411,2.357381618,1086,253.5190582,579,250.3776703
navtex,3.47E-17,0.051711483,1.071807381,1.097547194,1001,605.1782227,1302,571.5464478
navtex,3.72E-17,0.021924117,1.074758553,1.108674532,984,560.8689575,1868,558.8341064
navtex,4.29E-17,0.017504389,1.142316759,1.064499988,1034,716.0370483,2010,526.7780762
navtex,3.54E-17,0.066111597,1.083067226,1.169111059,943,741.6555176,721,513.1361084
navtex,8.85E-18,0.038015228,1.178419339,1.095055198,1032,730.6550903,1393,495.7929993
navtex,3.42E-17,1.01235017,1.129903752,1.061269871,941,869.3806763,1343,510.0731201
navtex,2.02E-17,0.025508226,1.104678824,1.131727521,1052,640.5438232,325,574.9684448
navtex,3.47E-17,0.976070301,1.076514882,1.130039326,920,701.0249634,495,618.9669189
navtex,1.32E-17,0.036976615,1.139884111,1.121927789,1002,568.9956055,615,543.1378784
navtex,4.91E-18,0.941283002,1.110217613,1.119144292,948,674.257019,2028,611.0114746
navtex,2.50E-17,1.019901167,1.091226629,1.163612987,954,673.9110718,283,647.5619507
navtex,6.94E-18,0.848647902,1.17919544,1.087112085,1025,768.767395,1519,623.6207886
navtex,2.80E-17,0.669203896,1.069035439,1.409028099,1030,593.0964355,1882,492.0897827
navtex,3.74E-17,0.071151666,1.117236892,1.097806798,908,808.7194824,481,538.8928833
navtex,3.96E-17,0.038709353,1.077241756,1.117587796,989,941.3233643,1181,487.3504028
navtex,3.13E-17,1.003456634,1.091114059,1.1057504,910,736.7428589,1999,550.2561035
navtex,1.96E-17,0.161032212,1.035981343,1.251087307,958,647.697998,1270,556.7982178
navtex,1.96E-17,0.979289215,1.177395477,1.031074452,972,730.5021362,390,566.8074341
navtex,4.05E-17,0.039833803,1.128262077,1.085462189,979,628.1643066,1347,585.7589111
navtex,2.78E-17,0.102081748,1.07755856,1.213105539,966,699.9602051,1784,537.6530151
navtex,1.62E-17,0.037698241,1.088051401,1.119862789,944,613.1846313,408,548.5109253
navtex,6.25E-18,0.975944088,1.081472778,1.146893584,950,726.4157715,1925,680.4697266
navtex,1.39E-17,0.268942519,1.03297956,1.355216533,968,774.6019287,1820,617.7124023
navtex,3.47E-17,0.025981483,1.112189138,1.094301464,1025,810.6453247,1851,589.3756104
navtex,2.62E-17,0.005474624,1.079457307,1.106602179,1072,705.5846558,397,607.0213013
navtex,3.47E-18,0.201388951,1.130704663,1.202578688,967,626.5383911,297,592.1626587
navtex,2.64E-17,0.064113503,1.104451188,1.081197601,929,596.6391602,1414,560.5327759
navtex,2.34E-17,0.01071025,1.076355553,1.131041144,1074,822.2653198,332,553.215271
navtex,2.06E-17,1.022282053,1.140928911,1.111781101,994,809.0371094,34,489.242157
navtex,1.66E-17,0.038720866,1.110847698,1.094365693,917,713.1115112,1252,572.2991943
navtex,3.88E-17,0.240365777,1.281704605,0.981050933,1077,667.789978,206,647.8411255
navtex,3.90E-17,0.023551605,1.184285433,1.120190579,949,723.1882324,643,603.6068115
navtex,4.16E-17,1.055122136,1.112795564,1.134133568,958,806.0682373,1472,521.638855
navtex,1.73E-17,0.984321283,1.100568182,1.117119217,940,749.5056152,1371,436.2454224
navtex,2.80E-17,1.009963872,1.104720705,1.096667003,996,626.5123291,536,533.2719116
navtex,3.47E-17,0.05777191,1.10920165,1.101551385,982,578.2866821,1910,482.0093689
navtex,4.72E-17,1.002356811,1.054069588,1.130195704,1000,675.6226807,1294,635.3231201
navtex,3.74E-17,1.065736535,1.038665056,1.212819649,1011,802.4214478,2025,508.1604919
navtex,2.80E-17,0.960290214,1.091290317,1.122466997,1038,636.3397827,88,545.0523682
navtex,3.40E-17,0.019871793,1.076199987,1.086607253,1065,620.4555664,1440,572.3546143
navtex,3.31E-17,0.084210713,1.094650291,1.164467306,1001,658.8812256,1258,590.5275879
navtex,1.55E-17,0.09702401,1.027032666,1.19641272,989,653.2374878,1867,564.4683228
navtex,7.37E-18,0.058069061,1.077632985,1.082025198,994,817.6846924,308,522.6940918
navtex,3.94E-17,0.980607567,1.091147219,1.104140824,1067,857.3046875,452,715.3475952
navtex,1.73E-17,0.016372244,1.080551456,1.084405918,995,661.9474487,1560,548.8973999
navtex,3.63E-17,0.026090303,1.055783432,1.15712719,1001,705.6824341,443,623.1314087
navtex,2.22E-17,0.247948378,1.006188425,1.273969149,1014,635.9115601,1839,600.0413818
navtex,3.74E-17,0.948939836,1.035833137,1.129085437,1000,633.2579346,1951,622.5839844
navtex,5.20E-17,0.192092785,1.164302754,1.017245665,1019,856.1965332,1695,634.5947876
navtex,1.60E-17,0.007714044,1.108364339,1.096294767,993,890.6108398,60,454.387207
navtex,4.39E-17,0.750466479,1.118386997,1.277420825,1020,811.647522,1383,545.4789429
navtex,5.92E-18,0.022696828,1.084175653,1.138410178,908,643.1497803,500,631.199585
navtex,1.73E-17,0.938078588,1.132370347,1.066108829,1029,630.4553833,528,559.0059814
navtex,2.78E-17,0.063071535,1.062549758,1.182639203,978,788.2247314,366,741.0993042
navtex,3.99E-17,0.952274528,1.112224559,1.14929534,1010,544.9521484,1727,544.7337646
navtex,3.87E-17,0.020958824,1.146701457,1.104889929,928,748.992981,1463,638.1472168
navtex,3.23E-17,0.97748342,1.145566311,1.061976506,993,756.6755981,520,594.9406738
navtex,2.50E-17,0.981248079,1.123575211,1.125292178,1115,654.8515015,909,626.3829346
navtex,4.07E-17,1.040093474,1.133147972,1.097900247,1116,516.8416748,783,476.0428162
navtex,3.99E-17,1.020900295,1.108125137,1.119027417,929,742.7078857,84,595.5884399
navtex,9.81E-18,0.968074003,1.12653064,1.067182437,978,720.9127808,221,533.0444946
navtex,2.02E-17,0.972322164,1.074928615,1.099038224,1054,541.0667114,592,530.8978271
navtex,3.34E-17,0.992054373,1.065529769,1.160583683,1003,602.1884155,1613,529.3242798
navtex,3.75E-17,0.091604776,1.01477873,1.169346689,954,792.5825195,1761,584.4918213
navtex,4.68E-17,0.964968961,1.118761399,1.053239463,907,580.7474976,2013,580.1381836
navtex,3.35E-17,0.029120116,1.097925677,1.088035957,1036,628.6771851,2039,575.3720093
navtex,2.21E-17,1.017237065,1.119640138,1.111225733,1063,707.1289673,1681,664.4478149
navtex,5.32E-17,0.939342468,1.082157838,1.119397186,1043,667.2166748,91,586.6052246
navtex,3.58E-17,0.06506835,1.139702192,1.033696756,1048,589.4329834,359,561.6235352
navtex,4.22E-17,0.09989356,1.051076024,1.147604162,967,712.4908447,34,599.7543945
navtex,3.49E-17,0.956422231,1.058494837,1.178850664,1004,738.3372803,226,551.3029785
navtex,2.15E-17,0.015090727,1.077592902,1.093540066,994,661.178833,85,647.2498779
navtex,5.00E-17,0.809168779,1.100211187,1.171753692,1009,898.3540649,725,589.6965332
navtex,1.63E-17,0.033288153,1.091273768,1.120598242,1052,609.9783325,1760,561.487915
navtex,4.29E-17,0.719205485,1.017046096,1.300084423,955,611.1991577,724,590.6751099
navtex,2.55E-17,0.01185648,1.134514694,1.121598245,914,593.1291504,1855,566.1621094
navtex,4.86E-17,0.917349377,1.067620583,1.118773649,971,671.2420044,250,563.3269653
navtex,2.58E-17,0.047827446,1.149542771,1.075218472,1040,620.8081055,1894,561.1199341
navtex,4.06E-17,1.027877166,1.077437724,1.151303028,1000,812.2183838,1719,524.1820679
navtex,5.00E-17,0.017280272,1.098720358,1.105116466,1001,648.2185669,1884,551.3422852
navtex,4.51E-17,1.032687879,1.131777635,1.085017627,978,615.0914307,237,528.5912476
navtex,3.59E-17,0.034697441,1.070491074,1.121146714,1048,769.2306519,279,643.8892212
navtex,2.90E-17,0.02193436,1.110610594,1.095378756,942,642.9161377,248,588.458374
navtex,4.44E-17,0.036910379,1.168126305,1.095533122,952,827.2305908,1335,593.0594482
navtex,2.86E-17,0.990070226,1.075318418,1.146280774,1006,724.022583,123,679.9544678
navtex,3.65E-17,0.064431341,1.107214157,1.07849583,987,631.5737305,366,610.3248901
navtex,0,0.165202031,1.138453511,1.095547139,1025,822.6231689,548,533.1789551
navtex,4.59E-17,0.98026678,1.095714598,1.106794007,924,779.7573853,1817,505.6351929
navtex,2.87E-17,0.005419829,1.079576309,1.079035297,919,574.5102539,383,536.8949585
navtex,5.89E-17,0.987785353,1.084979455,1.114409075,1017,594.2550659,555,571.0464478
navtex,2.19E-17,0.822371969,1.326497045,0.920423802,973,790.7895508,92,569.196106
navtex,3.57E-17,0.023780978,1.088891106,1.128586165,985,787.6299438,1361,684.6615601
navtex,2.61E-17,0.987642802,1.06606818,1.101884341,938,778.418396,335,440.8395691
navtex,2.44E-17,1.007328016,1.075660136,1.121442134,908,603.590332,1149,507.1529541
navtex,5.16E-17,0.102539456,1.192742533,1.067635507,969,660.0037842,183,611.3684082
navtex,2.92E-17,0.993479343,1.035009086,1.166650989,990,585.3800049,1908,541.2601929
navtex,2.60E-17,0.963925849,1.119254413,1.12116481,942,800.8050537,1437,662.8571777
navtex,4.22E-17,0.172032366,1.005920199,1.187660711,1011,804.3797607,26,551.7905273
navtex,2.37E-17,0.01732613,1.106116617,1.070930204,1129,488.7621765,1982,463.4719238
navtex,4.12E-17,0.992996795,1.114181265,1.119197818,951,617.6861572,367,517.2333984
navtex,3.93E-17,1.031023068,1.106640005,1.113804555,1061,658.1263428,191,568.3897705
navtex,1.73E-17,0.046188562,1.122291179,1.046411764,1006,662.4674072,13,599.1272583
navtex,4.47E-17,0.971173683,1.108682196,1.089338549,1109,577.7619629,146,575.0640259
navtex,3.09E-17,0.013117902,1.088811902,1.155568433,1031,639.7920532,1198,521.0141602
navtex,1.55E-17,0.765357653,1.125206368,1.178672671,1018,623.4799805,951,578.7092896
navtex,1.01E-17,0.010263047,1.091411567,1.061539196,1051,620.3095093,1936,541.1577148
navtex,3.27E-17,0.993173128,1.143952554,1.098858601,1004,594.3778076,2023,592.3494873
navtex,1.43E-17,0.060708856,1.131842205,1.087582987,1061,539.4615479,1597,514.3983765
navtex,3.30E-17,0.020016156,1.121591824,1.102162494,1059,616.1376343,1800,525.3946533
navtex,4.18E-17,0.956997965,1.115858583,1.088028132,981,616.4512939,84,549.9990234
navtex,3.20E-17,0.297642939,1.261021956,1.005068042,1018,768.7510986,501,702.5627441
navtex,3.69E-17,0.016722982,1.144155852,1.079116626,927,726.9246216,1543,554.9396973
navtex,3.96E-17,0.030719322,1.088374094,1.117235372,1072,671.8406982,412,597.5419312
navtex,3.14E-17,1.072275288,1.038494508,1.178965515,973,710.4834595,523,608.1642456
navtex,6.94E-18,0.928637153,1.189739813,1.102146908,946,672.1033936,1300,521.3379517
navtex,2.10E-17,0.94351712,1.098813647,1.164212306,941,864.6401978,1720,481.8571167
navtex,2.80E-17,0.945202183,1.162717517,1.074909998,992,644.31604,509,584.7322388
navtex,2.43E-17,1.032947888,1.10117635,1.10508885,1066,679.9196167,1799,664.8571777
navtex,2.19E-17,0.987211957,1.086944441,1.087208404,996,592.9769287,293,568.9127197
navtex,1.73E-17,0.047985154,1.089718658,1.113033434,1082,576.2462769,1548,566.3588867
navtex,2.67E-17,0.940916988,1.097524094,1.113465969,1099,572.5996094,1857,570.1422119
navtex,2.44E-17,0.045159152,1.089463795,1.102678761,1051,632.1397705,2012,608.2012329
navtex,2.64E-17,0.048739449,1.064447108,1.128794766,939,792.0284424,80,551.8535156
navtex,2.72E-17,0.98270359,1.148277752,1.052835357,1033,668.145752,349,569.053894
navtex,2.26E-17,0.989889191,1.093488324,1.107451121,911,714.4836426,388,512.3634033
navtex,2.33E-17,0.185784894,1.115148187,1.136673257,1018,783.2125244,684,525.2692261
navtex,3.88E-17,0.021896371,1.091678765,1.115019874,982,639.0316162,533,551.0838623
navtex,2.16E-17,1.006895426,1.121711304,1.125122091,911,708.0059814,452,516.1280518
navtex,3.69E-17,1.069191779,1.230984581,1.026483582,964,750.5913696,1301,476.9510498
navtex,3.09E-17,0.98203818,1.093579528,1.090422595,917,705.3259888,688,572.1237793
navtex,4.65E-17,0.951958067,1.035297763,1.187501531,1022,586.2459717,234,542.7761841
navtex,3.18E-17,1.08162898,1.124413409,1.095732185,1045,608.8317261,37,568.7226563
navtex,4.54E-17,0.995827392,1.092424439,1.096791,916,539.7771606,1601,504.4541626
navtex,3.49E-17,0.029198547,1.089808846,1.122511544,1043,786.4572754,43,517.3085327
navtex,1.55E-17,0.099517693,1.114724653,1.103235371,1021,628.2144775,1775,521.8922119
navtex,3.73E-17,0.993631594,1.098784683,1.084904656,908,666.6035156,1453,609.2879028
navtex,2.03E-17,0.005169361,1.103836177,1.087528503,1074,756.2107544,1887,625.741272
navtex,2.08E-17,0.204467816,0.953699713,1.300958948,960,854.8504028,1427,614.862854
navtex,4.11E-17,0.995740038,1.096855731,1.146910404,1054,837.7566528,207,486.8504639
navtex,4.65E-17,0.092348097,1.000298037,1.181504463,965,674.2353516,1271,584.2119141
navtex,2.53E-17,0.883933365,1.139823621,1.085703758,974,750.1768799,162,543.4369507
navtex,3.10E-17,0.045471506,1.163599,1.106511442,1032,648.2210693,7,510.3527527
navtex,3.05E-17,1.025604282,1.078801537,1.108410859,928,725.1538086,26,611.6819458
navtex,2.26E-17,0.050988424,1.080686661,1.146694472,949,670.147583,1769,596.6029663
navtex,3.80E-17,0.038275835,1.098082923,1.107672651,999,863.5690918,432,556.2279053
navtex,2.00E-17,0.017218174,1.09165045,1.077500355,1061,850.7357178,1897,518.5559692
navtex,4.19E-17,1.001812255,1.051758499,1.113849988,938,686.3570557,558,534.7003784
navtex,3.65E-17,0.02654846,1.10422558,1.126018324,907,625.6417236,568,545.0621338
navtex,4.42E-17,0.021178598,1.09304378,1.075063891,958,714.8375244,1316,526.2311401
navtex,4.93E-17,0.018394257,1.141523602,1.11513631,952,627.6210327,198,593.576416
navtex,3.03E-17,0.057787853,1.097338512,1.120082812,947,648.2183228,1916,563.2366333
